text_asli,stem_text,label
semoga kamtibmas tetap terjaga,moga kamtibmas tetap jaga,neutral
memng sperti itu para para parcok pembunuh mengerikan itu aslinya pnjahat penjajah rakyat,memng sperti parcok bunuh keri asli pnjahat jajah rakyat,negative
polri hadir untuk memberikan rasa aman kepada masyarakat,polri hadir beri rasa aman masyarakat,positive
selalu tanggap dan respon polres bojonegoro mantap,tanggap respon polres bojonegoro mantap,positive
semoga bojonegoro selalu aman dan kondusif,moga bojonegoro aman kondusif,positive
jika korbannya puluhan itu sindikat gak sih masa oknum kebanyakan kalo oknum mah pak pol kirakira turun tangan gak ya,korban puluh sindikat masa oknum banyak kalo oknum mah pak pol kirakira turun tangan,negative
sudah tau kabar ibu korban,tau kabar ibu korban,neutral
tag institusinya,tag institusi,neutral
ada ibu yang kehilangan anaknya karena ditembak,ibu hilang anak tembak,negative
personil polres tebing tinggi melaksanakan patroli dialogis ke pos pengamanan natal dan tahun baru di wilkum polres t tinggi serta pengecekan ke gudang logistik kantor kpu dan kantor bawaslu,personil polres tebing tinggi laksana patroli dialogis pos aman natal tahun baru wilkum polres tinggi kece gudang logistik kantor kpu kantor bawaslu,positive
heiii sana anggota kalian tuh bikin malu negara malakin anak negara seberang bukan lagi oknum tapi tiap hari tiap bulan ada saja pemberitaannya kapolri sibuk pencitraan dengan kata presisi tapi lapangan rusak ayoo ditunggu maafnya kapolri sebagai yang bertanggung jawab,heiii sana anggota kalian bikin malu negara malakin anak negara seberang oknum tiap hari tiap bulan berita kapolri sibuk citra kata presisi lapang rusak ayoo tunggu maaf kapolri tanggung jawab,negative
birukan bojonegoro semoga selalu aman dan kondusif,biru bojonegoro moga aman kondusif,positive
kapolri salah satu dari rezim jokowi yang perlu diperhatikan secara pribadi proporsional nya,kapolri salah rezim jokowi perlu perhati pribadi proporsional,neutral
hal kecil anak tukang roti aniaya karyawan dibahas rdp polisi tapi hal besar notabane merusak persatuan kesatuankerukunan bangsatidak pernah di rdp kan pelaranganbubarkan paksa ibadah kristen yg terjadi selama thn ini,kecil anak tukang roti aniaya karyawan bahas rdp polisi besar notabane rusak satu kesatuankerukunan bangsatidak rdp kan pelaranganbubarkan paksa ibadah kristen jadi thn,negative
pak meresahkan yg punya akun ini menyebar hoax,pak resah punya akun sebar hoax,negative
tukang fitnah seajagad ya itu polisi,tukang fitnah seajagad polisi,neutral
yang kaya gini polri omg najis,kaya polri omg najis,negative
vonis penjara bagi mereka yang seharusnya si paling antikorupsi sipir kpk saja jago pungli bgmn sipir yg di polri kumham kejaksaan dll mungkin lebih parah,vonis penjara paling antikorupsi sipir kpk jago pungli bgmn sipir polri kumham jaksa lebih parah,negative
kelakuanmu bikin muak polisi koq lebih mirip benalu masyarakat perusak negara penghisap darah rakyat daripada pengayom,laku bikin muak polisi koq lebih mirip benalu masyarakat usak negara penghisap darah rakyat ayom,negative
negriku sedang tidak baik baik saja pajak naik uang palsu beredar korupsi merajalela pertanyaanku mau sdanek kapan kinerja siapa yang harus di benahi,negriku baik baik pajak naik uang palsu edar korupsi rajalela tanya mau sdanek kerja benah,negative
kira kira klo kita nanti bayar pajak masih pada tilang sembarangan nggak ya klo masih cari kesalahan mending nggak usah bayar pajak,kira kira bayar pajak tilang sembarang cari salah mending usah bayar pajak,neutral
pak dan mas pak beserta seluruh jajaran aparatur terkait realisasikanlah itu untuk bangsa dan negara kita indonesia tuhan memberkati kita semua dan memberkati indonesia selamat hari natal,pak mas pak serta jajar aparatur kait realisasi bangsa negara indonesia tuhan kati kati indonesia selamat hari natal,positive
kota sdanaikan kepada presiden agar negara menurunkan anggaran buat kepolisian sebelum kasus pembunuhan siswa smk di semarang dan berbagai kasus di kepolisian di selesaikan prestasi polri di bawah baku mutu anggarannya melewati standard kewarasan,kota sdanaikan presiden negara turun anggar buat polisi kasus bunuh siswa smk semarang bagai kasus polisi selesai prestasi polri bawah baku mutu anggar lewat standard waras,neutral
cegah gangguan kamtibmas,cegah ganggu kamtibmas,neutral
ini matkul dan yg harus dijawab karena bbrp waktu yll sdh mendapatkan nilai kepercayaan publik dg nilai ini saja anda msh terkorup di asia tenggara lhoo apalagi klo terbalik menjadi,matkul jawab bbrp waktu yll dapat nilai percaya publik nilai msh korup asia tenggara lhoo balik,positive
alhamdulillah mantap,alhamdulillah mantap,positive
oh pantas pak jen masih banyak keluhan ternyata masih menuju responsif beretika dan berkeadilan semoga ketiganya cepat dituju sehingga polri berbenah menjadi lebih baik,pantas pak jen keluh nyata tuju responsif etika adil moga tiga cepat tuju polri benah lebih baik,positive
ga ngerespon min innalillahi rip buat adminnya mungkin udh ga ada gess udh janngan disebut lagi ga baik ngomongin yg udh ga ada,ngerespon min innalillahi rip buat adminnya gess janngan sebut baik ngomongin,negative
langkah tegas polri demi indonesia yang aman,langkah tegas polri indonesia aman,positive
krik krik,krik krik,neutral
bubar kan polri,bubar kan polri,negative
ini ya kak kalo mau search tinggal ketik presisi polri,kak kalo mau search tinggal ketik presisi polri,positive
gilaaaa m sbyk wnm berarti perorang jt ini sih namanya perdanokan udah membudaya ya korup begini pdhl apbn plg gede,gilaaaa sbyk wnm arti orang nama perdanokan budaya korup pdhl apbn plg gede,negative
polri pastikan keamanan dengan menindak tegas pelaku judol,polri pasti aman tindak tegas laku judol,positive
polri tegaskan tidak ada tempat bagi judol di indonesia,polri tegas tempat judol indonesia,neutral
itu knp penulisan sdmnya spt ini sdm jd berharap msh ada sdm polri yg berintegritas profesional,knp tulis sdmnya sdm harap msh sdm polri integritas profesional,neutral
jakarta polri kembali menunjukkan komitmennya dalam memerangi kejahatan narkoba dengan berhasil menangkap seorang bandar narkoba internasional yang masuk dalam daftar pencarian orang dpo red notice,jakarta polri tunjuk komitmen rang jahat narkoba hasil tangkap orang bandar narkoba internasional masuk daftar cari orang dpo red notice,negative
himbauan kamtibmas jelang natal tahun dan tahun baru polri,himbauan kamtibmas jelang natal tahun tahun baru polri,neutral
ini min,min,neutral
polisi prindapan lho ngandelin shiva,polisi prindapan lho ngandelin shiva,neutral
sambang kamtibmas anggota polres batu dan polsek jajaran melaksanakan kegiatan sambang warga sebagai bentuk upaya menjaga harkamtibmas pasca pungut suara pilkada dan menjelang nataru di wilayah hukum polres batu agar tetap kondusif selasa polri,sambang kamtibmas anggota polres batu polsek jajar laksana giat sambang warga bentuk upaya jaga harkamtibmas pasca pungut suara pilkada jelang nataru wilayah hukum polres batu tetap kondusif selasa polri,neutral
pengaturan lalu lintas anggota ops lilin semeru polres batu melaksanakan kegiatan pengaturan lalu lintas dibeberapa simpul jalan untuk memastikan keamanan dan kenyamanan pengguna jalan di wilayah hukum polres batu selasa polri,atur lalu lintas anggota ops lilin meru polres batu laksana giat atur lalu lintas beberapa simpul jalan pasti aman nyaman guna jalan wilayah hukum polres batu selasa polri,positive
untuk apa program ketahanan pangan digalakkan polri jika rakyat mencari makan malah dibatasi terlebih usaha mereka terbuka bukan sembunyisembunyi kayak maling kekayaan negara mohon polri lebih bijaksana pada rakyat kecil pak lihat thailand,program tahan pangan galak polri rakyat cari makan malah batas lebih usaha buka sembunyisembunyi kayak maling kaya negara mohon polri lebih bijaksana rakyat kecil pak lihat thailand,negative
semua kendaraan secanggih apapun bisa mengalami kecelakaan lagian kendaraan wisata model ini jalannya pelan alias tidak ngebut disini perlu edukasi dan solusi bukan membatasi upaya dan usaha rakyat disaat ekonomi bangsa sedang sulit pak,kendara canggih apa alami celaka lagi kendara wisata model jalan pelan alias ngebut sini perlu edukasi solusi batas upaya usaha rakyat saat ekonomi bangsa sulit pak,negative
pantaslah erdogan tdk gubris krn dia ada sifat muna dlm dirinya,pantas erdogan gubris sifat muna diri,negative
kayanya foto ini udah harus mulai dimasukkin ke giphy biar bisa dimasukkin ke komen tiap postingan ig humas polri,kaya foto mulai dimasukkin giphy biar dimasukkin komen tiap postingan humas polri,neutral
admin dan jajaran ini sadar gak si rakyat ini semua mengeluh ttg kasus gamma lho masa belain beberapa orang salah malah satu polri tercoreng yang salah ya disingkirkan memperburuk polri itu,admin jajar sadar rakyat keluh ttg kasus gamma lho masa bain orang salah malah polri coreng salah singkir buruk polri,negative
pak segera ganti kapolri kinerja dan citra polri semakin terpuruk nih,pak segera ganti kapolri kerja citra polri makin puruk,negative
yang korupsi triliun di hukum tahun hahahhaaa hukum taii indonesia polisi tai jaksa tai hakim tai brengsekkk lu semua nanti semua di akhirat di adili lu semua,korupsi triliun hukum tahun hahahhaaa hukum taii indonesia polisi tai jaksa tai hakim tai brengsekkk akhirat adil,negative
kalau kelakuan anak anak ini masih di sebut anak anak di bawah umur kalian pikir kalau terjadi pada keluarga kalian perilaku kriminal ini jangan terus di biarkan beri efek jera untuk si pelaku sudah muak kasus seperti ini terus berulang,laku anak anak sebut anak anak bawah umur kalian pikir jadi keluarga kalian perilaku kriminal jangan terus biar beri efek jera laku muak kasus terus ulang,negative
yg salah itu sopir bis nya bukan acara tamasya atau panitianya sopir bis itu rata ugalan di tol tidak ada tidakan tegas dr polri ttg pelanggaran di tol kasih uang beres urusannya,salah sopir bis acara tamasya panitia sopir bis rata ugalan tol tidak tegas polri ttg langgar tol kasih uang beres urus,neutral
wakapolres way kanan cek senpi inventaris dinas personel polri,wakapolres way kanan cek senpi inventaris dinas personel polri,neutral
hati hati ada polisi,hati hati polisi,neutral
kapolres bondowoso akbp lintar mahardhono sh sik mik dan ketua cabang bhayangkari nynia lintar beserta staf dan jajaran mengucapkan selamat natal dan tahun baru,kapolres bondowoso akbp lintar mahardhono sik mik ketua cabang bhayangkari nynia lintar serta staf jajar ucap selamat natal tahun baru,positive
kapolres lumajang beserta staf dan bhayangkari mengucapkan selamat hari natal desember dan tahun baru januari,kapolres lumajang serta staf bhayangkari ucap selamat hari natal desember tahun baru januari,positive
tni polri adalah ujung tombak dalam melawan bahaya narkoba di indonesia,tni polri ujung tombak lawan bahaya narkoba indonesia,neutral
diem bae lu plokis,diem bae plokis,neutral
jelaslah tuan rumah ga akan bilang tertipu tinggal bilang mohon maaf saya ada ratas mendadak yang first priority kayaknya lebih elegant,jelas tuan rumah bilang tipu tinggal bilang mohon maaf ratas dadak first priority kayak lebih elegant,neutral
si mahmud si yusril dan si polisi diem bae dah lama kasusunya,mahmud yusril polisi diem bae dah lama kasusunya,neutral
kita lihat sj kpk polr kliatannya akan menjadi sorotan publik mempertanyakan kenapa yang menangani si ba adalah kpk polr kenapa musti ada kpk polri padahal sudah ada kpk siapa yg menentukan seseorang akan ditangani oleh kpk polr atau kpk yg sdh ada why,lihat kpk polr kliatannya sorot publik tanya tangan kpk polr musti kpk polri padahal kpk tentu orang tangan kpk polr kpk why,neutral
hdanir semua pejabat dr kader pdip di bbg wilayah banyak kades yg terafiliasi dgn pdip hingga para buzzerrp judol seperti terlibat dugaan korupsi semua buzzerrp penerima aliran dana rdanok apbn dan,hdanir jabat kader pdip bbg wilayah kades afiliasi pdip buzzerrp judol libat duga korupsi buzzerrp terima alir dana rdanok apbn,negative
kita semua tahu bagaimana bobroknya institusi ini di penuhi para mafia berseragam mereka bukan mau mengayomi dan melindungi masyarakat tapi melindungi sesama anggotanya tidak mungkin jeruk makan jeruk,tahu bobrok institusi penuh mafia seragam mau ayom lindung masyarakat lindung sama anggota jeruk makan jeruk,negative
silaturahmi ke pemuda desa sidoharjo kapolsek senori polres tuban polda jatim ajak jaga kamtibmas,silaturahmi pemuda desa sidoharjo kapolsek senori polres tuban polda jatim ajak jaga kamtibmas,neutral
monggo ditindaklanjuti pak,monggo ditindaklanjuti pak,neutral
selasa pukul piket pawas aiptu dwi herianto beserta anggota patroli provos dan intelkam melaksanakan patroli pembiruan di tlbintang mas antisipasi c maupun guantibmas lainnya polri,selasa pukul piket pawas aiptu dwi herianto serta anggota patroli provos intelkam laksana patroli biru tlbintang mas antisipasi maupun guantibmas lain polri,neutral
ga mau dibuka maskernya maklum berjenggot dan ngatung celananya,mau buka masker maklum jenggot ngatung celana,neutral
tanya juga hukuman buat polisi yang buat malu satu negara apa dong pemerasan pd acara dwp tuh hasilnya milyaran rupiah apalagi coba yg belum dilakukan oleh polisi ditunggu jawabannya,tanya hukum buat polisi buat malu negara dong peras acara dwp hasil milyaran rupiah coba laku polisi tunggu jawab,negative
trilyun pastilah bikin mata gelap byk pihak yg tamak hartadan,trilyun pasti bikin mata gelap byk pihak tamak hartadan,negative
doyan daging ulo,doyan daging ulo,neutral
percuma skrg sdh satu kolam,percuma kolam,neutral
institusi polri ini dibawah kontrol presiden langsung lho pak kok tidak ada tindakan sama sekali dari presiden,institusi polri bawah kontrol presiden langsung lho pak tindak sama presiden,neutral
ketika emosi jadi kuda liar yg tak bisa dikendalikan heart dan,emosi jadi kuda liar tak kendali heart,neutral
hukum di indo ini mmg aneh dan lucu,hukum indo mmg aneh lucu,neutral
kapolsek semanding akp m lukman hadi s h mh mengucapkan selamat hari natal dan tahun baru,kapolsek semanding akp lukman had ucap selamat hari natal tahun baru,positive
memberikan pengamanan menyeluruh dalam perayaan hari natal dan tahun baru mari bersama wujudkan negeri yang penuh kedamaian selamat merayakan hari natal dan tahun baru polri pastikan aman nyaman berlibur untuk masyarakat,beri aman seluruh raya hari natal tahun baru sama wujud negeri penuh damai selamat raya hari natal tahun baru polri pasti aman nyaman libur masyarakat,positive
mari para penegak hukum mulai dari polisi jaksa dan hakim bermain cantik agar bisa dpt bagian recehan dari hasil koropsi yg telah diberi danunan manfaatkan dr pd tidak kebagian krn yg maha kuasa prabowo telah bersabda,tegak hukum mulai polisi jaksa hakim main cantik bagi receh hasil koropsi beri danunan manfaat bagi maha kuasa prabowo sabda,neutral
kalian memang menjijikkan dan,kalian jijik,negative
semoga bermanfaat pak bhabin,moga manfaat pak bhabin,neutral
alhamdulillah aman dan lancar,alhamdulillah aman lancar,positive
semangat pak bhabin,semangat pak bhabin,positive
birukan bojonegoro agar aman dan kondusif,biru bojonegoro aman kondusif,positive
semoga aman dan lancar,moga aman lancar,positive
kalo oknum sudah dipajang pelakunya sdane hari ini gak nongol tuh muka pelaku pemerasandrama apa lg yg kalian mainkan setelah drama gama dibunuh polisi,kalo oknum pajang laku sdane hari nongol muka laku pemerasandrama kalian main drama gama bunuh polisi,negative
bubarkan saja polri banci,bubar polri banci,negative
lapor polisi kalo ga ada duit buang buang waktusumpel dulu polisinya pake duit yang banyakmulus urusan,lapor polisi kalo duit buang buang waktusumpel dulu polisi pake duit banyakmulus urus,positive
pak polisi selalu hadir ditengah warga masyarakat,pak polisi hadir tengah warga masyarakat,neutral
alhamdulillah berkah dan barokah,alhamdulillah berkah barokah,positive
rakyat ini apa dianggap sdanah ya,rakyat anggap sdanah,neutral
barokallah semoga berkah,barokallah moga berkah,neutral
bubarkan polri banci,bubar polri banci,negative
semoga natal dan tahun baru berjalan aman dan kondusif,moga natal tahun baru jalan aman kondusif,positive
kok fotonya sama semua pegang parang golok panjang,foto sama pegang parang golok panjang,neutral
mantap pak bhabinkamtibmas,mantap pak bhabinkamtibmas,neutral
inilah praktek perilaku luhurdan,ini praktek perilaku luhurdan,neutral
kerennn presisi,kerennn presisi,positive
lapor ndan semarang aman,lapor ndan semarang aman,positive
kita harus dukung walhi dalam mendesak polri periksa perusahaan tambang yang jadi penyebab banjir bandang biar gak terulang lagi ke depan,dukung walhi desak polri periksa usaha tambang jadi sebab banjir bandang biar ulang depan,neutral
omong kosong keadilan,omong kosong adil,negative
pada mata duittan sehingga membebaskan orang orang yg bersalah keadilan hanya milik orang orang yg punya duit,mata duittan bebas orang orang salah adil milik orang orang punya duit,negative
tes urine anggota polri tiap bulan,tes urine anggota polri tiap bulan,neutral
bubarkan polri kami tidak butuh mafia mafia brengsek,bubar polri butuh mafia mafia brengsek,negative
jaga situasi kamtibmas tetap kondusif personil polsek bangli dipimpin pawas ipda gede gumiliarta intensifkan kegiatan blue light patrol polri presisi seputaran kota bangli kamis malam,jaga situasi kamtibmas tetap kondusif personil polsek bangli pimpin pawas ipda gede gumiliarta intensif giat blue light patrol polri presisi putar kota bangli kamis malam,positive
maksud lu komsos dengan pedagang sayur atau jadi pedagang sayur atau program pemanfaatan pekarangan atau program penyejahteraan pertani di sdanang yang mana kalaupun ada lu sengaja nyontoh buat dapet pembenaran,maksud komsos dagang sayur jadi dagang sayur program manfaat pekarang program sejahtera tani sdanang kalaupun sengaja nyontoh buat dapet benar,neutral
sulitnya memberantas budaya korupsi di karena pemimpin dan,sulit berantas budaya korupsi pimpin,negative
haha yang udahudah geng sambo juga hukumannya dibatalkan dan naik pangkat gitu ya,haha udahudah geng sambo hukum batal naik pangkat,neutral
terus bagaimana dengan babinsa tni pakai program jualan sayur,terus babinsa tni pakai program jual sayur,neutral
kemana mesti laporan pertanggung jawaban bilang saya tolol ternyata ada yang lebih tolol masa babinkamtibnas pakai laporan pertanggung jawaban hahahaha lebih goblok ternyata yang pakai laporan penanggungjawaban itu para penyidik dan penyelidik karena ada ada bukti laporan masuk,mesti lapor tanggung jawab bilang tolol nyata lebih tolol masa babinkamtibnas pakai lapor tanggung jawab hahahaha lebih goblok nyata pakai lapor penanggungjawaban sidik selidik bukti lapor masuk,negative
pendeta gereja kristen indonesia gki samanhudi pdt frida situmorang mengapresiasi pengamanan yang dilakukan polri mdanu memberikan rasa aman dan nyaman untuk beribadah para jemaat pun turut menydanaikan serupa pada perayaan misa malam natal di gerejagereja indonesia,pendeta gereja kristen indonesia gki samanhudi pdt frida situmorang apresiasi aman laku polri mdanu beri rasa aman nyaman ibadah jemaat turut menydanaikan rupa raya misa malam natal gerejagereja indonesia,positive
berapa perbandingan asn tni polri sdanah vs idealis di daerah,banding asn tni polri sdanah idealis daerah,neutral
ini hakim sdh merugikan negara segera tangkap bila hakim ini bisa bebas dgn putusan ini tanpa disangsi apa oleh atasannya presiden berarti mereka juga merestui hakim membuat negara rugi ini kalau benar parah banget,hakim rugi negara segera tangkap hakim bebas putus sangsi atas presiden arti restu hakim buat negara rugi benar parah,negative
mutasi doank nih,mutasi doank,neutral
punya divisi prop sendiri,punya divisi prop sendiri,neutral
boleh kejaksaan kepolisian tni pengacara dan pengusaha di tingkat tertentu dll diperbolehkan membawa senjata api kapanpun dengan izin dr polri jabatan tertentu swasta seperti dirut keuangan pun boleh semua yg memiliki jabatan yang beresiko boleh dgn izin kepemilikan,jaksa polisi tni acara usaha tingkat tentu boleh bawa senjata api kapan izin polri jabat tentu swasta dirut uang jabat resiko izin milik,neutral
p o l i s i h a m a,,negative
polisi indonesia sangat profesional dan sangat presisi bravo polri saya sebagai rakyat jelata bangga atas prestasi kalian,polisi indonesia profesional presisi bravo polri rakyat jelata bangga atas prestasi kalian,positive
berat dilawan fufufafa knpanaknya org no di ri semua pengusaha tambang pabrik pelabuhan pejabat polri tni di bawah telunjuknya makanya siapa yg mengusik keluarganya tinggal tunjuk sj kpd bawahannya mainkan adu politik kls atas tdk tdanak tapi sakitny sangat tdanak drskn,berat lawan fufufafa knpanaknya usaha tambang pabrik labuh jabat polri tni bawah telunjuk makanya usik keluarga tinggal tunjuk kpd bawah main adu politik kls atas tdanak sakitny tdanak drskn,negative
kapan dipecat,pecat,negative
pgn masuk lg nih kurang lama yg lalu,pgn masuk kurang lama lalu,neutral
justru saya salut dengan polda gercep beda dengan,justru salut polda gercep beda,positive
hayo ini bgmna tindakan nya memalsukan barang bukti kalo rakyat yg melakukan itu tindakan kriminal besar kan bgmna klo yg melakukan malah aparat penegak hukum,hayo bgmna tindak palsu barang bukti kalo rakyat laku tindak kriminal besar kan bgmna laku malah aparat tegak hukum,negative
kegiatan supervisi oleh stama ops mabes polri terhadap polres asahan polres batubara dan polres tebing tinggi,giat supervisi stama ops mabes polri polres asah polres batubara polres tebing tinggi,neutral
anggota polsek senori polres tuban polda jatim melaksanakan pengamanan ujian kenaikan tingkat siswa psht ranting senori,anggota polsek senori polres tuban polda jatim laksana aman uji naik tingkat siswa psht ranting senori,positive
memberi keterangan palsu fitnah dan menipugimana nih anggotanya polri kok diem saja,beri terang palsu fitnah menipugimana anggota polri diem,negative
tidak cukup memutasi polisi tersebut tapi harus memecat polisi polisi yang terlibat pemerasan ini sama saja namanya perdanokan yang dilakukan lembaga polisi terhadap warga negara asing,mutasi polisi pecat polisi polisi libat peras sama nama perdanokan laku lembaga polisi warga negara asing,negative
sdm rendah bertopeng,sdm rendah topeng,neutral
terimaksih para para polisi sudah membuka aib brobroknya sendiri dimata dunia,terimaksih polisi buka aib brobroknya sendiri mata dunia,negative
padahal tidak ditemukan barang bukti apa pun pada kami hanya tes urine sebagian dari kami hasilnya positif kami harus membayar rp juta walaupun hasilnya negatif kami tetap harus bayar jelasnya makin rusak polisi kita,padahal temu barang bukti tes urine hasil positif bayar hasil negatif tetap bayar jelas makin rusak polisi,negative
halaaah ttai,halaaah ttai,negative
bantu jawab ya masih pantas de,bantu jawab pantas,neutral
kemudian sepeda motor dan mobilnya di tahan dan yang mengalami kecelakaan harus mengeluarkan sejumlah uang untuk menebus kendaraan mereka heran ya padahal yang nggaji polisinini rakyat lho,kemudian sepeda motor mobil tahan alami celaka keluar jumlah uang tebus kendara heran padahal nggaji polisinini rakyat lho,negative
biar kapok d borgol,biar kapok borgol,negative
herannya blm ada yg dipecat,heran blm pecat,neutral
malu lo wooiii,malu wooiii,neutral
mengapa selalu ada korbannya pak,korban pak,negative
megang kunci apa dia pak,megang kunci pak,neutral
berapa gaji nya bapak ini krj jadi polri sdane hartanya milyar sy itu heran apa gajinya perbulan itu juta ya,gaji bapak krj jadi polri sdane harta milyar heran gaji bulan,neutral
kira kira statement manipulasi apalagi yg diberikan polri rawuran udah pistol nembak ke atas udh apa skrg bikin narasi bahwa dia membawa narkotika ke dalam indo kalo sdane iya dan di tunjukin ke pers gila sih berarti polisi menyimpan narkoba secara ga langsung,kira kira statement manipulasi beri polri rawuran pistol nembak atas bikin narasi bawa narkotika indo kalo sdane iya tunjukin pers gila arti polisi simpan narkoba langsung,negative
kapan trio aktor drama diduga hoaks ini diusut,trio aktor drama duga hoaks usut,neutral
ga ada kok pelakunya kan cma oknum yg kalo di ekspose malu in institusi omon oknum kalo dikumpulin bsa bikin polda baru nama poldanya xxx oknum polri,laku kan cma oknum kalo ekspose malu institusi omon oknum kalo dikumpulin bsa bikin polda baru nama poldanya xxx oknum polri,negative
bantu viralkan,bantu viralkan,neutral
mau smp kapan makan duit haram terusss sihhh,mau smp makan duit haram terusss sihhh,negative
hilih kintil,hilih kintil,negative
banyak urusan polisi skrg,urus polisi,neutral
biar lebih berimbang aksi melanggar peosedural juga bisa di upload min,biar lebih imbang aksi langgar peosedural upload min,negative
banter salahtanya polri dong om,banter salahtanya polri dong,neutral
ternyata lebih gagal anda kinerja polri kok dibilang bagus padahal banyak kasus yg harus viral dulu baru ditindak,nyata lebih gagal kerja polri bilang bagus padahal kasus viral dulu baru tindak,negative
oh tentu gk dipecat aset itu bahkan di promosi kan naik jabatan yo kan,pecat aset bahkan promosi kan naik jabat kan,negative
apa bener club kalian useless kalo iya mending bubarin aja sih club wereng coklat ya maksud gw,bener club kalian useless kalo iya mending bubarin club wereng coklat maksud,neutral
iya salah satu joddesk saya mengelola kinerja beberapa unit ha ha bukan polri kok,iya salah joddesk kelola kerja unit polri,neutral
kami ga seneng di datangai soalnya minta jatah bulanan,neng datangai soal minta jatah bulan,negative
hhhh di singapore mh wes biasa emang di indonesia hamil ga nikah jg its ok,hhhh singapore wes biasa emang indonesia hamil nikah its,neutral
helikopter jenis apa yang dipakai untuk memantau ini keren,helikopter jenis pakai pantau keren,neutral
tolong seleksi utamanya pd tes psikologi mental dilakukan dg baik benar dan,seleksi utama tes psikologi mental laku baik benar,positive
tni dan polri membebek pada yang punya kuasa apalagi kalau kuasanya harta dan tahta lengket tni masih disayang oleh masyarakat tapi elitnya bergerilya dan main belakang dengan oligarki dan pemangku kuasa padahal apabila terjadi perang masyarakat disuruh ikut membantu,tni polri bebek punya kuasa kuasa harta tahta lengket tni sayang masyarakat elitnya gerilya main belakang oligarki mang kuasa padahal jadi perang masyarakat suruh ikut bantu,negative
tidak pintar kalau masih percaya mereka,pintar percaya,positive
akhirnya perilaku jahat memeras anggota polri mencoreng wajah ri di mancanegara pembusukan institusi polri ini harus segera dihentikan,akhir perilaku jahat peras anggota polri coreng wajah mancanegara busuk institusi polri segera henti,negative
mulut qodari itu penuh nisa dan racun bahi generasi muda,mulut qodari penuh nisa racun bah generasi muda,negative
benarkah dan,benar,neutral
menjanjikan,janji,neutral
rame nih tni ngemis lama lama tni harga dirinya seperti polri yg di tai tai in rakyat,rame tni ngemis lama lama tni harga diri polri tai tai rakyat,negative
mereka para perwira menengah dan tinggi perlu di pupuk dan di lindungi hehehe,perwira tengah tinggi perlu pupuk lindung hehehe,neutral
emang kpk bisa di percaya,emang kpk percaya,neutral
calon oknum penjahat,calon oknum jahat,negative
bongkaaar,bongkaaar,neutral
coba jawab pertanyaan ini min pak pak kapolri tolong kalau mau bejat itu ke wni sja jgn ke orang luar negeri ya pak soalnya malu maluin apalagi sanksi cuma di mutasi,coba jawab tanya min pak pak kapolri mau bejat wni sja jgn orang luar negeri pak soal malu maluin sanksi cuma mutasi,neutral
tetaplah juwara,tetap juwara,neutral
kadrun stress stres ame umat u yg lg mabok semoga penghinaan yg kau buat segera di proses hukum,kadrun stress stres ame umat mabok moga hina buat segera proses hukum,negative
tni polri itu rata emang bagus oknum aja yg kadang kiding,tni polri rata emang bagus oknum kiding,positive
ya ya mewek,mewek,neutral
mau lapor kemana teh semua sdah orang nya mentah lah,mau lapor teh sdah orang mentah lah,neutral
serius nih polri bangga akuh,serius polri bangga akuh,neutral
masya alloh lagilagi polisi apa susahnya seh bubarkan polri ganti personel dan lembaganya,masya alloh lagilagi polisi susah seh bubar polri ganti personel lembaga,negative
ada yang sibuk jaga keamanan cuman dikasi terima kasih tapi ada juga yang jadi tukang palak bahkan ada yang jadi pembunuh cuman dimutasi bahkan ada yang ga diapaapain,sibuk jaga aman cuman kasi terima kasih jadi tukang palak bahkan jadi bunuh cuman mutasi bahkan diapaapain,negative
aman kan dari polri,aman kan polri,neutral
ya ga ada bs bs peredaran narkoboi cirebon bs kbongkar semua jaringan bintang,edar narkoboi cirebon kbongkar jaring bintang,negative
biasa sih ama bule lsg ciut emang bolanya udh gitu cuma berani di kandang,biasa ama bule lsg ciut emang bola cuma berani kandang,negative
saya lagi bicara realita,bicara realita,neutral
maklum penyilap jit bule ne admin,maklum silap jit bule admin,neutral
keren pak,keren pak,neutral
jangan bilng oknum sudah intansi polisi semua kyk gitu plis deh perbaiki biar indonesia ini beradab enak untuk di tempati indonesia seperti surga aman nyaman tentram kalo dari polisi bgini bagaimana mau trcipta aman tentram,jangan bilng oknum intansi polisi plis baik biar indonesia adab enak tempat indonesia surga aman nyaman tentram kalo polisi bgini mau trcipta aman tentram,negative
pingin rasane misoh karo polisi kyk gitu apa gk di ajari tata krama sopan santun norma adab pak polisi tolong dong cc,pingin rasane misoh karo polisi ajar tata krama sopan santun norma adab pak polisi dong,negative
hmm kalo gak ada bukti itu hnya omon nih contoh bukti kalo betani semua pembantu bpk termasuk bpk dan wapres lakukan sj pembuktian terbalik dari mana asal usul harta msg lalu laporkan ke penegak hukum utk diteliti kpkpolrijaksa tegakan ethics dan,hmm kalo bukti hnya omon contoh bukti kalo betani bantu bpk masuk bpk wapres laku bukti balik asal usul harta msg lalu lapor tegak hukum teliti kpkpolrijaksa tega ethics,negative
orang bali galak banget ke lokal ya padahal di pulaunya sendiri tinggal nunggu waktu sdane gapunya apaapa,orang bal galak lokal padahal pulau sendiri tinggal nunggu waktu sdane gapunya apaapa,negative
mantap biar ingat ini,mantap biar ingat,neutral
